 594.44	0.008031
 602.16	0.005986
 609.88	0.012148
 617.60	0.012252
 625.32	0.009474
 633.04	0.000907
 640.76	0.016646
 648.48	0.010159
 656.20	0.004541
 663.92	0.008632
 671.64	-0.007429
 679.36	0.012376
 687.08	0.015036
 694.80	-0.010336
 702.52	0.011584
 710.24	0.017667
 717.96	0.007915
 725.68	-0.003036
 733.40	0.018094
 741.12	0.010003
 748.84	0.004573
 756.56	0.009257
 764.28	0.001673
 772.00	0.007596
 779.72	0.00156
 787.44	0.003146
 795.16	0.00402
 802.88	0.003938
 810.60	0.004478
 818.32	0.004316
 826.04	0.005416
 833.76	0.005588
 841.48	0.005375
 849.20	0.005344
 856.92	0.004844
 864.64	0.003947
 872.36	0.002857
 880.08	0.002509
 887.80	0.001846
 895.52	0.001297
 903.24	0.00085
 910.96	0.000298
 918.68	0.000189
 926.40	-0.000084
 934.12	-0.000202
 941.84	-0.000156
 949.56	-0.000279
 957.28	-0.00019
 965.00	-0.000193
 972.72	-0.000371
 980.44	-0.000158
 988.16	-0.000206
 995.88	-0.000338
1003.60	-0.000337
1011.32	-0.000409
1019.04	-0.000265
1026.76	-0.000323
1034.48	-0.000348
1042.20	-0.000314
1049.92	-0.00043
1057.64	-0.000292
1065.36	-0.0003
1073.08	-0.000458
1080.80	-0.000286
1088.52	-0.000239
1096.24	-0.000344
1103.96	-0.000293
1111.68	-0.000326
1119.40	-0.000256
1127.12	-0.000277
1134.84	-0.000249
1142.56	-0.000245
1150.28	-0.000235
1158.00	-0.000166
1165.72	-0.000257
1173.44	-0.000261
1181.16	-0.00024
1188.88	-0.000227
1196.60	-0.000218
1204.32	-0.000139
1212.04	-0.00014
1219.76	-0.00016
1227.48	-0.000125
1235.20	-0.000156
1242.92	-0.000152
1250.64	-0.000162
1258.36	-0.000151
1266.08	-0.0001
1273.80	-0.000106
1281.52	-0.000087
1289.24	-0.000033
1296.96	0.000002
1304.68	0.000026
1312.40	0.000193
1320.12	0.000399
1327.84	0.000274
1335.56	0.000885
1343.28	0.001477
1351.00	0.001588
1358.72	0.002616
1366.44	0.003162
1374.16	0.004464
1381.88	0.004078
1389.60	0.003934
1397.32	0.006408
1405.04	0.007128
1412.76	0.007305
1420.48	0.007599
1428.20	0.006913
1435.92	0.008013
1443.64	0.008504
1451.36	0.009597
1459.08	0.010771
1466.80	0.010641
1474.52	0.011037
1482.24	0.008338
1489.96	0.008733
1497.68	0.008829
1505.40	0.008898
1513.12	0.008918
1520.84	0.008087
1528.56	0.00689
1536.28	0.006349
1544.00	0.006107
1551.72	0.004551
1559.44	0.004762
1567.16	0.003025
1574.88	0.002432
1582.60	0.001885
1590.32	0.001055
1598.04	0.001111
1605.76	0.00055
1613.48	0.000701
1621.20	0.000575
1628.92	0.000344
1636.64	0.00053
1644.36	0.000399
1652.08	0.001162
1659.80	0.000472
1667.52	0.000006
1675.24	0.000486
1682.96	0.000735
1690.68	0.000474
1698.40	0.001099
1706.12	0.00044
1713.84	0.000496
1721.56	0.00049
1729.28	0.000209
1737.00	0.000917
1744.72	0.000163
1752.44	0.000641
1760.16	0.000203
1767.88	0.000374
1775.60	0.000429
1783.32	0.000049
1791.04	0.000312
1798.76	0.000192
1806.48	0.000094
1814.20	-0.000106
1821.92	0.00001
1829.64	0.000128
1837.36	-0.000141
1845.08	0.00013
1852.80	-0.000162
1860.52	-0.000345
1868.24	-0.000041
1875.96	-0.000254
1883.68	-0.000318
1891.40	-0.000259
1899.12	-0.000297
1906.84	-0.000366
1914.56	-0.000266
1922.28	-0.000209
1930.00	-0.000395
1937.72	-0.000348
1945.44	-0.000262
1953.16	-0.000343
1960.88	-0.000355
1968.60	-0.000288
1976.32	-0.000357
1984.04	-0.000329
1991.76	-0.000243
1999.48	-0.000339
